COVERED_EVENT_CODE,FAILURE_DESCRIPTIVE_TEXT,CUSTOMER_CASE_NBR,NAME,CREATED_DATE
CRCKSCRN,I dropped my phone,103000000000.0,Sprint,07-JUN-17 04.08.39.148000000 AM
STOLEN,went to bed woke up no phone,107000000000.0,Sprint,16-MAY-17 05.03.38.628000000 PM
LQDDMG,Dropped into water and shattered appearance,110542093.0,Sprint,19-APR-17 09.36.06.566000000 PM
CRCKSCRN,Phone Was dropped and was cracked,111379941.0,Sprint,06-JUN-17 06.21.31.962000000 PM
MLFUNC,"Scream goes black, and won't show anything. When phone works, only half the screen is visible.",102000000000.0,Sprint,09-JUN-17 04.08.10.491000000 PM
LQDDMG,"i was doing dishes and my phone got knocked into the soapy water by the time i found it, it was to late.",106000000000.0,Sprint,12-JUN-17 02.59.35.200000000 PM
STOLEN,STOLEN MY DEVICE,112644385.0,Sprint,04-MAY-17 10.29.02.752000000 PM
MLFUNC,woke up phones screen was pixelated,113233661.0,Sprint,04-MAY-17 10.09.14.000000000 AM
LOST/UNREC,i lost,107000000000.0,Sprint,04-MAY-17 04.42.44.147000000 PM
LOST/UNREC,I accidentally dropped my device in a river.,104000000000.0,Sprint,04-JUN-18 08.04.47.410000000 PM
MLFUNC,wont power on,101000000000.0,Sprint,04-MAY-17 11.13.53.928000000 PM
LQDDMG,"I went out of town to the beach on may, 5th and on my way to the pool went i try to take a picture it felt down and it broke there was water on the floor and it got wet. The phone worka but not take good pictures becauae the camera broke and the screen also",106000000000.0,Sprint,09-MAY-17 03.43.22.924000000 PM
CRCKSCRN,Phone dropped and cracked screen .... it's an iPhone so the screen sucks,104000000000.0,Sprint,06-JUN-17 02.18.29.013000000 PM
LOST/UNREC,lost,102000000000.0,Sprint,07-JUN-17 08.01.13.752000000 PM
CRCKSCRN,"I was riding my horse and I had the phone in my pocket, it didn't have a case and it fell on the gravel",109000000000.0,Sprint,06-JUN-17 09.41.07.239000000 PM
MLFUNC,music apps keep pausing and starting itself,112388918.0,Sprint,18-APR-17 07.45.56.477000000 PM
CRCKSCRN,Received my replacemeant phone scratched,105000000000.0,Sprint,06-JUN-17 12.37.13.954000000 PM
MLFUNC,MY HEADPHONE JACK IS NOT WORKING. LIKE WHEN I PLUG MY HEADPHONES IN I ONLY HEAR OUT OF MY SIDE SO I BOUGHT NEW HEADPHONES AND THE SAME THING. THEN I PLUGGED THE PHONE IN THE CAR AND IT WONT PLAY IN THE CAR SO IM TIRED OF DEALING WITH THIS....,103000000000.0,Sprint,16-MAY-17 11.52.16.874000000 PM
LOST/UNREC,I did not receive it by fedex,107000000000.0,Sprint,07-JUN-17 08.58.16.689000000 PM
CRCKSCRN,Fell landing on her backside with the phone in the back pocket.,105000000000.0,Sprint,06-JUN-17 07.21.43.731000000 PM
MLFUNC,Battery doesn't stay charged for long. Screen is blurry and has purple discoloration. Phone kept in case and never been damaged.,107000000000.0,Sprint,06-MAY-17 06.24.47.407000000 PM
LOST/UNREC,work / school,112834768.0,Sprint,06-MAR-17 06.02.56.000000000 PM
STOLEN,My cell phone left it on the hotel table and it was stolen,111303373.0,Sprint,23-JUN-17 11.20.10.703000000 PM
STOLEN,my device was stolen at the university,104000000000.0,Sprint,07-JUN-17 08.43.57.305000000 PM
LQDDMG,"Was on a pool step and drop my phone , the phone hit the steps.",105000000000.0,Sprint,09-MAY-17 01.40.38.199000000 AM
CRCKSCRN,I dropped it,110000000000.0,Sprint,05-MAY-17 06.57.13.821000000 PM
CRCKSCRN,Dropped phone,111177093.0,Sprint,04-MAY-17 01.44.27.772000000 PM
LOST/UNREC,Lost my cell phone,102000000000.0,Sprint,04-MAY-17 10.21.03.912000000 PM
STOLEN,My device was stolen out of my office at work while charging.,110000000000.0,Sprint,06-MAY-17 03.18.13.462000000 AM
STOLEN,stolen,102000000000.0,Sprint,06-JUN-17 04.05.09.548000000 PM
CRCKSCRN,Phone fell and cracked glass. Wifi and gps no longer works due to an unknown issue,105000000000.0,Sprint,07-JUN-17 08.01.05.461000000 PM
LOST/UNREC,lost ist,106000000000.0,Sprint,06-JUN-17 04.02.14.852000000 PM
LOST/UNREC,Took my iPhone into the Pacific ocean case in my LifeProof case and a huge wave slammed into me while I was taking a photo. So now it's somewhere in the Pacific ocean by the Santa Monica Pier.,102000000000.0,Sprint,02-JUN-18 02.22.32.306000000 AM
LQDDMG,I shut up in the bathroom,101000000000.0,Sprint,17-MAY-17 04.23.16.960000000 PM
CRCKSCRN,Dropped,104000000000.0,Sprint,06-MAY-17 04.11.51.102000000 PM
LOST/UNREC,Lost it and my equi.,111694645.0,Sprint,06-JUN-17 06.31.32.470000000 PM
CRCKSCRN,Sat o phone screen cracked,105000000000.0,Sprint,06-JUN-17 01.18.18.938000000 PM
STOLEN,a person was arrested with my phone that i need back but wont give it back,109000000000.0,Sprint,12-JUN-17 05.03.45.012000000 PM
LQDDMG,Dropped in toilet,103000000000.0,Sprint,21-APR-17 11.22.24.254000000 PM
LOST/UNREC,in the car,109000000000.0,Sprint,07-JUN-17 11.11.30.841000000 PM
STOLEN,My son was at a soccer game and someone went in his bag and took the iPhone,105000000000.0,Sprint,18-APR-17 01.24.13.029000000 AM
LQDDMG,Phone was dropped in a bucket of water,109000000000.0,Sprint,16-MAY-17 07.52.25.510000000 PM
MLFUNC,"My phone will not stay charged, it shuts down everytime i make a phone call or use my apps.",104000000000.0,Sprint,16-MAY-17 08.42.38.767000000 PM
STOLEN,Stolen,107000000000.0,Sprint,30-JUN-17 09.27.36.896000000 PM
LOST/UNREC,"Hi, I lost my phone in a store.",110000000000.0,Sprint,07-JUN-17 02.06.04.568000000 PM
LQDDMG,My Device Keeps Shutting Off By Itself,104000000000.0,Sprint,23-MAY-17 11.18.58.110000000 PM
LQDDMG,liquid damage,106000000000.0,Sprint,23-MAY-17 09.18.30.213000000 PM
STOLEN,The phone was stolen when my daughters friends came over to the house,106000000000.0,Sprint,08-JUN-17 06.27.59.850000000 PM
STOLEN,"Kids jumped my son, stole his phone",111935449.0,Sprint,04-MAY-17 09.09.43.092000000 PM
LQDDMG,Dropped in water in tub plus it was not changing right before hand to charging port wasn't working right,112847064.0,Sprint,09-MAY-17 03.21.56.649000000 AM
STOLEN,i stolen my phone in the street,107000000000.0,Sprint,23-MAY-17 03.36.18.474000000 AM
LOST/UNREC,We were fishing and the phone fell into the water,109000000000.0,Sprint,05-JUN-18 08.04.44.536000000 PM
CRCKSCRN,I was coming out of a store when my IPhone 7plus slipped out of my hand hitting the pavement resulting in a cracked screen!,107000000000.0,Sprint,05-MAY-17 04.29.26.972000000 PM
CRCKSCRN,Dropped it in the car door and closed the door on it,105000000000.0,Sprint,07-JUN-17 01.22.34.062000000 AM
LQDDMG,water damaged found by technician,102000000000.0,Sprint,18-MAY-17 02.16.15.958000000 AM
MLFUNC,doesn't charge,110371419.0,Sprint,16-MAY-17 02.12.06.850000000 PM
STOLEN,My phone my son was playing and alpareser lerompio the screen,104000000000.0,Sprint,23-JUN-17 02.34.34.576000000 AM
LOST/UNREC,I Lost,102000000000.0,Sprint,06-JUN-17 07.26.31.216000000 PM
CRCKSCRN,phone was ran over by a car,104000000000.0,Sprint,06-MAY-17 12.12.30.959000000 AM
LQDDMG,Phone got wet while doing search and rescue during the floods in Baton Rouge.,104000000000.0,Sprint,23-JUN-17 03.43.30.142000000 AM
LOST/UNREC,lost in the mall,100000000000.0,Sprint,06-JUN-17 06.22.46.074000000 PM
MLFUNC,Phone stopped working. Went to Sprint. Recently went to Ohio and store clerk claimed the change in climate may be the issue,106000000000.0,Sprint,16-APR-17 05.11.10.287000000 PM
LOST/UNREC,in the night club,110000000000.0,Sprint,06-JUN-17 05.06.06.026000000 AM
STOLEN,phone stolen,113017428.0,Sprint,18-APR-17 12.21.57.274000000 AM
CRCKSCRN,screen crack damaged touched pad in lphone malfunctioned.,112811860.0,Sprint,03-MAR-17 03.51.57.000000000 PM
LQDDMG,drop wather,100000000000.0,Sprint,04-MAY-17 03.52.38.047000000 AM
CRCKSCRN,"Phone slipped onto a gravel parking area, landed face down, screen cracked",101000000000.0,Sprint,04-MAY-17 04.53.32.008000000 PM
MLFUNC,Black screen,107000000000.0,Sprint,18-APR-17 04.12.23.052000000 PM
LQDDMG,I thought phone was water proof put in it look water for about 5 minutes stop working,105000000000.0,Sprint,19-APR-17 12.01.33.866000000 PM
LOST/UNREC,LOST IT,102000000000.0,Sprint,05-MAY-17 12.22.12.190000000 AM
STOLEN,The driver on fedex stole my package,103000000000.0,Sprint,09-MAY-17 04.48.14.565000000 AM
LQDDMG,"well about a few weeks ago my 6 yer old dropped it and the screen was cracked bad but it was still functional, then today my 1 year old dunked it in water now it does not work at all :(",113135264.0,Sprint,06-MAY-17 09.57.31.708000000 PM
MLFUNC,cannot scrooll the screen,109000000000.0,Sprint,09-JUN-17 02.44.13.478000000 PM
LQDDMG,Phone slipped from hand at a restaurant.,104000000000.0,Sprint,14-APR-17 05.18.33.291000000 PM
MLFUNC,"The GPS is not locating my position, and I'm having trouble finding WIFI even when I'm located directly next to the modem.",109000000000.0,Sprint,10-JUN-17 10.36.55.440000000 PM
STOLEN,My ex boyfriend stole my phone and is claiming he does not have it.,112549116.0,Sprint,17-APR-17 06.38.24.599000000 PM
LOST/UNREC,i lost in the market,112926806.0,Sprint,07-JUN-17 08.44.36.048000000 PM
MLFUNC,Phone will not power on. Has been like this since last night. have tried using mulitple chargers and nothing is functiong. took it to the sprint store and they concluded that the device was malfunctioning/,105000000000.0,Sprint,09-JUN-17 03.04.55.133000000 PM
CRCKSCRN,Dropped it,101000000000.0,Sprint,06-MAY-17 12.37.13.222000000 AM
STOLEN,My phone was stolen in the morning that day when I was walking to the college.,109000000000.0,Sprint,09-JUN-17 04.18.36.059000000 PM
LQDDMG,Phone was dropped on ground in rain. Discovered a while later with cracked screen and wet.,103000000000.0,Sprint,22-APR-17 12.57.37.150000000 AM
LQDDMG,dropped it in water,112938026.0,Sprint,20-MAR-17 02.55.25.000000000 PM
CRCKSCRN,unable to control keystrokes to the screen,108000000000.0,Sprint,05-MAY-17 05.48.21.823000000 PM
MLFUNC,Lcd screen went out. Phone not damaged.,101000000000.0,Sprint,08-MAY-17 12.38.24.624000000 AM
CRCKSCRN,I was walking with my phone on the baby stroller and it dropped fell on the concrete and cracked my screen. I haven't noticed many issues yet since it only happened a few hours ago,105000000000.0,Sprint,05-MAY-17 09.10.13.500000000 PM
STOLEN,someone took my replacement device of my apartment door,106000000000.0,Sprint,06-JUN-17 05.57.53.678000000 PM
CRCKSCRN,Cracked screen,103000000000.0,Sprint,07-JUN-17 08.18.45.410000000 AM
MLFUNC,don't know what happened i just can't hear at times when i'm on a call i have to turn on the speaker,112608167.0,Sprint,05-FEB-17 08.44.50.000000000 AM
STOLEN,The phone was in my car and someone stole it out of the console.,112305922.0,Sprint,09-JUN-17 08.13.06.311000000 PM
MLFUNC,"Was charging the phone, came back and phone would not come back on. Total black screen and no indicator to notify me it was charging. Phone will not come back on. Holding buttons etc nothing is working.",106000000000.0,Sprint,06-JUN-17 03.59.56.139000000 PM
LOST/UNREC,I Lost my phone at walmart.,112638104.0,Sprint,06-JUN-17 04.49.05.433000000 PM
LQDDMG,I shut up in the water,112654065.0,Sprint,10-JUN-17 12.03.48.555000000 AM
CRCKSCRN,My phone was knocked out of my hand when someone bumped into me and my screen cracked and then went black,103000000000.0,Sprint,04-MAY-17 09.15.17.277000000 PM
STOLEN,i was running in the park when someone took my phone,113135704.0,Sprint,16-MAY-17 01.01.39.582000000 AM
LQDDMG,Fell in toilet,111987424.0,Sprint,16-MAY-17 09.46.12.532000000 PM
LQDDMG,Dropped in sink,105000000000.0,Sprint,06-MAY-17 01.34.37.983000000 AM
MLFUNC,Device will no longer charge through the port or connect to devices through the USB port,101000000000.0,Sprint,15-APR-17 06.52.56.239000000 PM
LOST/UNREC,phone lost,109000000000.0,Sprint,07-JUN-17 02.44.44.379000000 PM
CRCKSCRN,cracked screen,112844741.0,Sprint,07-MAR-17 08.11.53.000000000 PM
CRCKSCRN,i dropped my phone on its face and cracked it,112605365.0,Sprint,04-FEB-17 03.18.16.000000000 PM
LOST/UNREC,I lost in thes working,100000000000.0,Sprint,06-JUN-17 12.42.11.296000000 PM
CRCKSCRN,screen broke and touch pad isn't working,107000000000.0,Sprint,06-MAY-17 01.15.27.920000000 PM
MLFUNC,I think it's because of being in the car long periods at a time. I have it in a outto box and it never feel in water,101000000000.0,Sprint,12-JUN-17 07.24.57.821000000 PM
CRCKSCRN,The phone was dropped cracking the screen and causing apparent internal issues that have prevented it from working.,107000000000.0,Sprint,03-MAY-17 10.29.45.036000000 PM
CRCKSCRN,Screen was cracked from a drop many months ago but on Wednesday it was dropped again and is now not usable.,100000000000.0,Sprint,05-MAY-17 05.08.49.880000000 PM
LQDDMG,It was on the counter while cooking and got exposed to steam.,102000000000.0,Sprint,04-MAY-17 03.20.17.883000000 PM
STOLEN,Someone broke into my car and stole my IPhone.,111829934.0,Sprint,22-JUN-17 10.54.28.611000000 PM
MLFUNC,"i was at a church retreat and there was no service where we were so i left my phone in my bag in m y room and when i come back to turn it on it doesnt turn on,i try charging it but it didnt charge at all",104000000000.0,Sprint,19-APR-17 06.05.40.069000000 AM
LOST/UNREC,Sorry of bus,108000000000.0,Sprint,07-JUN-17 10.06.34.471000000 PM
MLFUNC,When pulling the phone off the charger it turns off. Wont hold a charge.,111276386.0,Sprint,16-MAY-17 09.03.45.137000000 PM
STOLEN,somebody stole my phone,105000000000.0,Sprint,08-JUN-17 11.51.43.937000000 PM
STOLEN,My phone stoleb device es please send I. New device,101000000000.0,Sprint,19-MAY-17 06.56.43.798000000 PM
STOLEN,stolen in the park,108000000000.0,Sprint,16-MAY-17 03.16.28.824000000 PM
STOLEN,Somebody broke into my house and stole my phone,104000000000.0,Sprint,05-MAY-17 06.43.08.806000000 PM
CRCKSCRN,ran over phone,101000000000.0,Sprint,06-JUN-17 05.32.08.391000000 PM
LOST/UNREC,Lost,104000000000.0,Sprint,04-MAY-17 06.24.39.863000000 PM
STOLEN,two men in the street stole my phone while i was running in the park..,102000000000.0,Sprint,23-JUN-17 11.52.39.036000000 PM
LOST/UNREC,I lost my iPhone and i do not remember where is it.,111798213.0,Sprint,06-JUN-17 11.45.16.354000000 PM
MLFUNC,"phone was working fine then screen ""glitched"" and shut off and will not come back on.",112137668.0,Sprint,09-JUN-17 05.08.16.125000000 PM
LQDDMG,my device dropped in the pool,101000000000.0,Sprint,07-APR-17 02.39.15.897000000 AM
LOST/UNREC,i lost my cell phone on the bar,105000000000.0,Sprint,06-JUN-17 04.50.27.662000000 PM
LOST/UNREC,Was lost while riding a bicycle in the park,111454612.0,Sprint,06-JUN-17 10.07.10.315000000 PM
CRCKSCRN,the phone fell out of my pocket and onto the floor on the screen and damaged the screen and caused the entire phone to malfuction.,104000000000.0,Sprint,07-JUN-17 07.27.04.525000000 PM
LOST/UNREC,The phone was lost and was not able to be found,110000000000.0,Sprint,07-JUN-17 09.43.03.855000000 PM
CRCKSCRN,Phone fell off coffee table while being charged,108000000000.0,Sprint,07-JUN-17 06.05.52.148000000 AM
MLFUNC,Phone update box showed up; scheduled update and the phone has not worked since. Just shows LG screen and does nothing after that.,110000000000.0,Sprint,18-APR-17 06.24.40.278000000 PM
LOST/UNREC,i lost my phone in the work,102000000000.0,Sprint,07-JUN-17 06.04.59.485000000 PM
LQDDMG,My cellphone had damaged liquid not working,110000000000.0,Sprint,23-MAY-17 01.19.11.210000000 PM
LOST/UNREC,lost my phone,107000000000.0,Sprint,07-JUN-17 07.26.08.384000000 PM
STOLEN,"I had an employee delivering phones to my employees and she got pulled over by police, she was incarcerated, she did 10 days in jail and got out 4/17/17... we went to get the car out the impound and the phones wasn't there . So I'm filing a claim for lost and stolen iPhones",100000000000.0,Sprint,18-APR-17 01.39.39.663000000 PM
MLFUNC,"The phone is just coming apart, it gets hot when charging and charging cord is frayed.",101000000000.0,Sprint,07-JUN-17 09.06.13.129000000 PM
CRCKSCRN,device fell and cracked,109000000000.0,Sprint,05-JUN-17 11.50.04.629000000 PM
STOLEN,Was stolen from my car.,103000000000.0,Sprint,22-JUN-17 09.48.49.396000000 PM
LQDDMG,my device dropped in the pool,101000000000.0,Sprint,18-MAY-17 09.47.07.393000000 PM
CRCKSCRN,my 20 mth old knocked it of bar it fell face down,100000000000.0,Sprint,05-MAY-17 09.42.53.448000000 PM
MLFUNC,"For the last week or so my phone has been overheating and displaying ""iphone overheating needs to cool down"" and then turns off. It does this at least 3 to 4 times a day. My screen like the picture on the screen shakes and my phone will just freeze or shut everything I was using down.",109000000000.0,Sprint,07-JUN-17 02.16.05.241000000 AM
LOST/UNREC,i lost my cell phone on the bus,103000000000.0,Sprint,06-JUN-17 04.15.24.642000000 PM
LQDDMG,Phone was dropped in water.,110370920.0,Sprint,09-MAY-17 06.28.43.789000000 PM
STOLEN,I'm stolen on the way to the super,103000000000.0,Sprint,05-MAY-17 05.25.26.272000000 PM
MLFUNC,Touch Screen does not work so I am unable to use the phone,101000000000.0,Sprint,06-JUN-17 10.25.54.488000000 AM
STOLEN,My iPhone stolen,107000000000.0,Sprint,07-JUN-17 09.18.46.385000000 PM
LOST/UNREC,"Four-wheeling mishap, looked for it, lost in transit",105000000000.0,Sprint,06-JUN-17 03.29.50.263000000 PM
CRCKSCRN,"dropped phone, shattered screen.",112364207.0,Sprint,06-JUN-17 06.04.14.860000000 PM
LOST/UNREC,i lost my cell phone in the Car,102000000000.0,Sprint,07-JUN-17 11.42.24.520000000 PM
LQDDMG,Cracked screen flashing water damage possible,106000000000.0,Sprint,23-MAY-17 09.35.24.417000000 AM
LOST/UNREC,I lost my modem in street,104000000000.0,Sprint,06-JUN-17 07.46.38.353000000 PM
LOST/UNREC,It was lost,110000000000.0,Sprint,05-MAY-17 12.11.39.929000000 AM
MLFUNC,"I couldn't make a call, I would get an error that said call fail. When someone called, I could answer it but it would freeze and I couldnt' hear the person. I also couldn't turn the phone off to reset. Also my phone won't restore so I can't update it.",103000000000.0,Sprint,17-MAY-17 09.01.20.407000000 PM
LOST/UNREC,I lost my cellphone in the park ..,110000000000.0,Sprint,07-JUN-17 08.14.01.877000000 PM
STOLEN,Was stolen,105000000000.0,Sprint,24-JUN-17 03.05.19.987000000 AM
CRCKSCRN,phone fell,110610432.0,Sprint,06-JUN-17 11.51.13.433000000 PM
LQDDMG,My cellphone has liquid damage,105000000000.0,Sprint,23-MAY-17 01.38.36.642000000 PM
CRCKSCRN,the iphone 6 s rose fell and smashed onto concrete,113245122.0,Sprint,06-MAY-17 10.18.37.000000000 AM
CRCKSCRN,got ran over by bike,101000000000.0,Sprint,06-JUN-17 12.09.43.303000000 PM
CRCKSCRN,"Phone fell from my hand while coming into work and hit the sidewalk. The screen is cracked, and the calibration for the touch screen is not working, screen is cracked and it is hard to select apps or make or receive calls with the touch screen malfunctioning",107000000000.0,Sprint,04-MAY-17 06.57.05.865000000 PM
CRCKSCRN,Slammed phone in door.,109000000000.0,Sprint,06-JUN-17 06.56.53.445000000 AM
CRCKSCRN,Old phone case broke and allowed phone to slip out as I was using it to watch a video and hit the floor...,103000000000.0,Sprint,07-JUN-17 11.41.49.236000000 PM
CRCKSCRN,The phone would go black but it would still be working and I would power it off for the screen to come back on that went on for a while and it fell,102000000000.0,Sprint,06-JUN-17 11.36.44.149000000 PM
LOST/UNREC,i lost my phone,108000000000.0,Sprint,06-JUN-17 04.25.14.287000000 AM
STOLEN,i stolen my phone,100000000000.0,Sprint,23-MAY-17 03.44.20.918000000 AM
STOLEN,stolen in the park,112348712.0,Sprint,22-JUN-17 10.26.07.172000000 PM
LOST/UNREC,my phone was lost in the park,106000000000.0,Sprint,06-JUN-17 07.27.17.096000000 PM
STOLEN,some one stole my phone,101000000000.0,Sprint,23-JUN-17 10.50.37.298000000 PM
STOLEN,I took tr phone due to my niece having bad grades and it was stolen.,112858374.0,Sprint,10-JUN-17 09.41.58.828000000 PM
LOST/UNREC,im lost my phone in the work,105000000000.0,Sprint,06-JUN-17 05.35.33.879000000 PM
STOLEN,i was running in the park when someone took my phone,104000000000.0,Sprint,04-MAY-17 01.09.56.131000000 AM
MLFUNC,Phone dropped on the floor after that would not turn on or charge or anything period took the phone to the sprint store they there was nothing that could be down to contact you guys,100000000000.0,Sprint,17-MAY-17 07.32.45.608000000 PM
LQDDMG,The screen is green and has black liquid damage after something fell on it,111378906.0,Sprint,23-JUN-17 02.33.23.470000000 AM
STOLEN,somebody stolen my cell phone in my pocket,105000000000.0,Sprint,09-JUN-17 03.51.33.534000000 PM
LQDDMG,No saying why there is liquid damage but store says there is corrosion. Devise just stopped working. Screen damage happened before it stopped working.,107000000000.0,Sprint,24-APR-17 11.03.14.323000000 PM
MLFUNC,"stopped working. Won't turn on, can't receive calls or texts. Won't go past the apple screen",107000000000.0,Sprint,18-APR-17 11.17.11.406000000 PM
CRCKSCRN,Dropped phone,106000000000.0,Sprint,07-JUN-17 02.18.28.307000000 AM
STOLEN,Someone stole it from me,101000000000.0,Sprint,07-MAY-17 09.36.14.029000000 PM
LOST/UNREC,I left it at my table at the diner and when I can back from the restroom it was gone. Asked the waitress to see if she happened to see what happened. No video in the restaurant. No one claims they saw anything.,109000000000.0,Sprint,05-MAY-17 12.45.59.137000000 AM
LOST/UNREC,My phone accidentally fell into the water. I did however retrieve it.,109340340.0,Sprint,04-JUN-18 12.40.19.360000000 PM
STOLEN,STOLEN MY PHONE,109000000000.0,Sprint,09-JUN-17 12.29.52.789000000 AM
LQDDMG,water seeped underneath otter box,103000000000.0,Sprint,17-APR-17 04.55.00.944000000 PM
STOLEN,"I was on Lake Road in Lacombe Louisiana, fishing with friends, and some friends of friends who I had not met before, among other random people there. We had a lot of gear, and I wasn't sure if I left it somewhere in our stuff or possibly in my car. It disappeared after that trip, never turned up in any of my stuff, and none of my friends know what happened to it, but I'm pretty certain it's stolen. I have just been using a tablet with wifi since and no use on my sprint plan at all. Thank you.",105000000000.0,Sprint,04-MAY-17 06.21.51.343000000 PM
LQDDMG,"It ran hot Friday the 14th of April. Grandson put wet rag round it with a waterproof case we bought at sprint store. Took it to 2 sprint store, said it was water damaged.+",110159011.0,Sprint,17-APR-17 04.58.10.614000000 PM
CRCKSCRN,Damaged in car accident,106000000000.0,Sprint,04-MAY-17 09.49.31.451000000 PM
MLFUNC,Phone want receive or make calls,101000000000.0,Sprint,09-JUN-17 06.43.33.870000000 PM
STOLEN,"phone was stolen from table at a restaurant, no one has turned it in nor answered phone calls.",113130401.0,Sprint,17-APR-17 12.20.30.000000000 PM
MLFUNC,does not charge,104000000000.0,Sprint,09-JUN-17 09.19.08.445000000 PM
STOLEN,They is stolen work,109000000000.0,Sprint,22-JUN-17 09.41.21.918000000 PM
CRCKSCRN,"Plugged phone in to charge, about 5 minutes later it started smoking out of the charging port, made a little pop sound, and then turned off (didnt go through the normal shut down screens). The device will not charge or power on now",107000000000.0,Sprint,04-MAY-17 11.16.38.048000000 PM
LOST/UNREC,I LOST IN TAXI,101000000000.0,Sprint,06-JUN-17 10.36.11.371000000 PM
LOST/UNREC,Daughter standing in a crowd and someone ran into her and knocked the phone out of her hand.,111164447.0,Sprint,07-JUN-17 03.55.20.149000000 AM
CRCKSCRN,My phone with a tempered glass cover fell out of my pocket and it cracked all of the tempered glass and cracked abbot of the corner of the phone,107000000000.0,Sprint,07-JUN-17 01.11.43.187000000 PM
MLFUNC,"The phone will not charge, tried different chargers, and it is now dead since the battery ran out",105000000000.0,Sprint,17-MAY-17 01.51.02.067000000 PM
LOST/UNREC,I lost in the bus,105000000000.0,Sprint,07-JUN-17 11.14.06.802000000 PM
STOLEN,two men on the street stole my phone while i was running in the park morning today..,102000000000.0,Sprint,23-JUN-17 11.16.44.548000000 PM
STOLEN,my phone stolen,105000000000.0,Sprint,30-JUN-17 07.35.19.621000000 PM
CRCKSCRN,I dropped the phone and the screen cracked,101000000000.0,Sprint,04-MAY-17 05.58.25.472000000 PM
LOST/UNREC,Lost my cell phone,107000000000.0,Sprint,04-MAY-17 10.56.49.069000000 PM
LOST/UNREC,Phone fell out of boat while moving.,102000000000.0,Sprint,05-JUN-18 02.47.52.984000000 AM
LQDDMG,I accidentally dropped my phone and it landed in water and won't work at all,107000000000.0,Sprint,21-APR-17 10.41.44.110000000 PM
LOST/UNREC,I LOST MY PHONE,106000000000.0,Sprint,07-JUN-17 06.06.22.968000000 AM
STOLEN,Somebody broke into my vehicle and stole several items including my phone,106000000000.0,Sprint,14-APR-17 01.20.20.196000000 PM
LQDDMG,Not sure if phone has liquid damage after taking it to Sprint and The Apple store both Tech has declared that the phone has a cracked screen and the highlight in the screen is a sign of water damage,103000000000.0,Sprint,05-MAY-17 12.37.47.439000000 PM
LQDDMG,liquid damage,107000000000.0,Sprint,23-JUN-17 10.43.51.076000000 PM
CRCKSCRN,Breakage,113046791.0,Sprint,03-APR-17 07.19.26.000000000 PM
STOLEN,Phone was stolen,103000000000.0,Sprint,23-JUN-17 10.12.48.376000000 PM
CRCKSCRN,Phone fell off the hood of the car onto pavement and cracked.,100000000000.0,Sprint,05-MAY-17 10.56.55.948000000 PM
CRCKSCRN,I went to tie my shoe and it fell out of my coat pocket and hit the curb.,111344603.0,Sprint,04-MAY-17 03.43.29.482000000 PM
STOLEN,"I stopped to get fuel at a gas station, went in to pay and it was stolen out of my car.",109000000000.0,Sprint,14-APR-17 01.52.58.912000000 PM
LOST/UNREC,Phone was left at restaurant. I went back to find it and it was not there.,112580627.0,Sprint,06-MAY-17 10.48.11.144000000 AM
STOLEN,PHONE WAS STOLEN,104000000000.0,Sprint,14-APR-17 04.02.08.893000000 PM
LQDDMG,I shut up in the bathroom,103000000000.0,Sprint,17-MAY-17 03.39.21.454000000 PM
MLFUNC,Phone battery will not hold charge - need a replacement phone,110000000000.0,Sprint,06-JUN-17 02.03.41.445000000 PM
CRCKSCRN,Phone dropped and malfunctioned,102000000000.0,Sprint,06-JUN-17 02.14.20.129000000 AM
LOST/UNREC,MY phone was lost!,102000000000.0,Sprint,06-JUN-17 01.43.31.165000000 PM
LQDDMG,i fell down the stairs and it does not work,101000000000.0,Sprint,07-JUN-17 02.27.49.629000000 PM
LOST/UNREC,i lost my phone while i was out of town,110352790.0,Sprint,04-MAY-17 02.40.35.179000000 AM
LOST/UNREC,I LOST IN TAXI,105000000000.0,Sprint,07-JUN-17 05.26.48.757000000 PM
MLFUNC,For about a year or longer I do not receive all the calls made to my phone. If the caller doesnt leave a voicemail I have no idea he/she called. Some calls go through but many don't.,108000000000.0,Sprint,18-APR-17 02.58.29.196000000 PM
STOLEN,stolen,107000000000.0,Sprint,03-MAY-17 09.26.04.666000000 PM
MLFUNC,Device will not hold a charge for very long and device runs hot during use.,109000000000.0,Sprint,08-JUN-17 03.20.43.959000000 PM
LQDDMG,the phone will not work.,112910556.0,Sprint,16-MAR-17 03.22.20.000000000 PM
CRCKSCRN,Dropped on the ground,104000000000.0,Sprint,05-MAY-17 09.39.34.238000000 PM
MLFUNC,The screen is just blank.,105000000000.0,Sprint,16-APR-17 05.02.46.302000000 PM
MLFUNC,Woke up and didnt work,106000000000.0,Sprint,18-APR-17 07.40.49.948000000 PM
LOST/UNREC,Lost my cell phone,107000000000.0,Sprint,04-MAY-17 09.58.16.463000000 PM
MLFUNC,It was dropped or sat on.. not exactly sure my friends kid said he sat on it..,108000000000.0,Sprint,18-MAY-17 10.45.38.342000000 PM
LQDDMG,phone fell and cracked screen then fell in toilet,109000000000.0,Sprint,21-APR-17 06.08.18.040000000 PM
MLFUNC,Screen has lines running down and makes it hard to navigate the phone.,104000000000.0,Sprint,08-JUN-17 10.20.44.941000000 PM
