COVERED_EVENT_CODE,FAILURE_DESCRIPTIVE_TEXT,CUSTOMER_CASE_NBR,NAME,CREATED_DATE,
LOST/UNREC,"i go out to the supermarket to buy some food to me, when i was in the supermarket i had my phone on my bag, when i came back to my car i did not find my phone i tried to call but was very late, the phone was off and i dont know where my phone",1.05E+11,Sprint,06-JUN-17 03.22.31.784000000 PM,
LOST/UNREC,lost in bus,113198317,Sprint,06-JUN-17 03.22.31.851000000 PM,
LOST/UNREC,"i lost my phone, help",1.09E+11,Sprint,06-JUN-17 03.26.53.556000000 PM,
LOST/UNREC,I used the phone as a back up phone and I haven't use it in months and have looked for the phone for several months as haven't found it so its lost or stolen,1.04E+11,Sprint,06-JUN-17 03.27.57.206000000 PM,
LOST/UNREC,"Four-wheeling mishap, looked for it, lost in transit",1.05E+11,Sprint,06-JUN-17 03.29.50.263000000 PM,
LOST/UNREC,in the gym,1.09E+11,Sprint,06-JUN-17 03.38.19.030000000 PM,
LOST/UNREC,LOST MY PHONE IN THE BUS..,1.08E+11,Sprint,06-JUN-17 03.38.49.977000000 AM,
LOST/UNREC,lost in mall,1.03E+11,Sprint,06-JUN-17 03.39.38.906000000 AM,
LOST/UNREC,lost in bus,1.08E+11,Sprint,06-JUN-17 03.44.15.759000000 AM,
LOST/UNREC,The Phone was either lost or stolen at the Tower Lakes Island Beach.,110871932,Sprint,06-JUN-17 03.46.32.362000000 PM,
LOST/UNREC,lost it,1.09E+11,Sprint,06-JUN-17 03.50.13.656000000 PM,
LOST/UNREC,lost in mall,1.03E+11,Sprint,06-JUN-17 03.50.50.082000000 AM,
LOST/UNREC,im lost my phone in the park,1.05E+11,Sprint,06-JUN-17 03.54.44.893000000 PM,
LOST/UNREC,Lost my phone in the buss,1.05E+11,Sprint,06-JUN-17 03.55.00.818000000 PM,
LOST/UNREC,lost in bus,1.05E+11,Sprint,06-JUN-17 03.55.19.037000000 AM,
LOST/UNREC,i lost my phone in the mall,1.08E+11,Sprint,06-JUN-17 03.55.53.833000000 PM,
LOST/UNREC,lost in the mall,113235401,Sprint,06-JUN-17 03.57.45.008000000 PM,
LOST/UNREC,on the train,1.03E+11,Sprint,06-JUN-17 03.58.01.027000000 PM,
LOST/UNREC,on the train,1.05E+11,Sprint,06-JUN-17 03.58.02.119000000 PM,
LOST/UNREC,LOST,1.08E+11,Sprint,06-JUN-17 03.58.10.791000000 PM,
LOST/UNREC,I left my phone on a table inside of a restaurant to get my food from the counter when I cane back it was gone,1.04E+11,Sprint,06-JUN-17 03.58.42.217000000 PM,
LOST/UNREC,I lost my cell phone in my work office while I left it loading,1.07E+11,Sprint,06-JUN-17 03.59.38.520000000 AM,
LOST/UNREC,lost ist,1.06E+11,Sprint,06-JUN-17 04.02.14.852000000 PM,
LOST/UNREC,lost my phone in taxi,1.09E+11,Sprint,06-JUN-17 04.04.06.314000000 PM,
LOST/UNREC,lost,1.05E+11,Sprint,06-JUN-17 04.04.12.757000000 PM,
LOST/UNREC,i lost my cell phone on the bar,1.05E+11,Sprint,06-JUN-17 04.07.51.993000000 PM,
LOST/UNREC,lost ist,1.08E+11,Sprint,06-JUN-17 04.13.09.282000000 PM,
LOST/UNREC,i lost my cell phone on the bus,1.03E+11,Sprint,06-JUN-17 04.15.24.642000000 PM,
LOST/UNREC,My cell is lost,1.08E+11,Sprint,06-JUN-17 04.17.36.432000000 AM,
LOST/UNREC,don't have my phone please helpme,113263738,Sprint,06-JUN-17 04.21.21.173000000 PM,
LOST/UNREC,I lost my cell phone when in a hotel when I was on vacation,1.01E+11,Sprint,06-JUN-17 04.25.00.833000000 AM,
LOST/UNREC,i lost my phone,1.08E+11,Sprint,06-JUN-17 04.25.14.287000000 AM,
LOST/UNREC,phone was lost yesterday on my way to work,112858812,Sprint,06-JUN-17 04.25.30.133000000 PM,
LOST/UNREC,lost in park,112269196,Sprint,06-JUN-17 04.31.49.267000000 AM,
LOST/UNREC,i lost my phone in the bus,1.09E+11,Sprint,06-JUN-17 04.33.26.011000000 PM,
LOST/UNREC,My iphone is lost in the school,1.04E+11,Sprint,06-JUN-17 04.36.45.288000000 AM,
LOST/UNREC,i Lost my Phone on my way Home.,1.08E+11,Sprint,06-JUN-17 04.39.12.599000000 PM,
LOST/UNREC,I lost my device.,1.02E+11,Sprint,06-JUN-17 04.41.07.083000000 PM,
LOST/UNREC,I LOST IN TAXI,1.07E+11,Sprint,06-JUN-17 04.44.25.386000000 PM,
LOST/UNREC,I Lost my phone at walmart.,112638104,Sprint,06-JUN-17 04.49.05.433000000 PM,
LOST/UNREC,i lost my cell phone on the bar,1.05E+11,Sprint,06-JUN-17 04.50.27.662000000 PM,
LOST/UNREC,I LOST IN TAXI,1.05E+11,Sprint,06-JUN-17 04.50.58.241000000 PM,
LOST/UNREC,lost,1.01E+11,Sprint,06-JUN-17 04.51.14.792000000 PM,
LOST/UNREC,I was at the beach and I lost my phone on the beach or in the water,1.07E+11,Sprint,06-JUN-17 04.51.43.048000000 PM,
LOST/UNREC,Lost,1.04E+11,Sprint,06-JUN-17 04.53.27.891000000 PM,
LOST/UNREC,I lost my device.,1.09E+11,Sprint,06-JUN-17 04.53.52.631000000 PM,
LOST/UNREC,MY LOST MY IPHONE IN THE CAR While I was washing the car at home.,1.04E+11,Sprint,06-JUN-17 04.58.52.323000000 AM,
LOST/UNREC,in the night club,1.08E+11,Sprint,06-JUN-17 04.59.02.346000000 AM,
LOST/UNREC,"i received the phones and before i had a chance to activate them. They had gotten either lost or stolen, i am not sure which because i have not been able to find them around my house",1.04E+11,Sprint,06-JUN-17 05.02.09.420000000 PM,
LOST/UNREC,I've tried to locate it but it wasn't turned in at the restaurant I was at and it won't let me do the find my phone.,1.08E+11,Sprint,06-JUN-17 05.05.10.159000000 PM,
LOST/UNREC,in the night club,1.10E+11,Sprint,06-JUN-17 05.06.06.026000000 AM,
LOST/UNREC,I lost my phone when I was leaving my house,112927807,Sprint,06-JUN-17 05.07.27.734000000 PM,
LOST/UNREC,i lost my cell phone on the bar,1.04E+11,Sprint,06-JUN-17 05.08.54.855000000 PM,
LOST/UNREC,i lost my cell phone on the gym,1.02E+11,Sprint,06-JUN-17 05.19.31.123000000 PM,
LOST/UNREC,Lost it,1.04E+11,Sprint,06-JUN-17 05.22.18.556000000 PM,
LOST/UNREC,I was running and i lost it,1.02E+11,Sprint,06-JUN-17 05.25.52.558000000 AM,
LOST/UNREC,I lost my phone when I was leaving my house,1.03E+11,Sprint,06-JUN-17 05.27.57.140000000 PM,
LOST/UNREC,my phone lost park,1.04E+11,Sprint,06-JUN-17 05.30.18.657000000 AM,
LOST/UNREC,MY PHONE IS LOST,1.08E+11,Sprint,06-JUN-17 05.32.59.116000000 AM,
LOST/UNREC,im lost my phone in the work,1.05E+11,Sprint,06-JUN-17 05.35.33.879000000 PM,
LOST/UNREC,I lost,1.05E+11,Sprint,06-JUN-17 05.38.44.559000000 PM,
LOST/UNREC,Lost,112161794,Sprint,06-JUN-17 05.39.01.932000000 AM,
LOST/UNREC,Left it in the bag the park and can not find it,1.05E+11,Sprint,06-JUN-17 05.41.15.631000000 PM,
LOST/UNREC,Lost,1.07E+11,Sprint,06-JUN-17 05.41.37.323000000 PM,
LOST/UNREC,lost my iphone in the river,1.03E+11,Sprint,06-JUN-17 05.42.09.647000000 PM,
LOST/UNREC,Was at the park with my kid and find out I lost my phone when tried to make a phone call.,1.06E+11,Sprint,06-JUN-17 05.47.14.765000000 PM,
LOST/UNREC,I lost my cellphone,1.03E+11,Sprint,06-JUN-17 05.48.26.388000000 PM,
LOST/UNREC,im lost my phone in the gym,1.08E+11,Sprint,06-JUN-17 05.49.17.242000000 PM,
LOST/UNREC,I lost,1.02E+11,Sprint,06-JUN-17 05.52.51.975000000 PM,
LOST/UNREC,I was at the mall having breakfast and I went to the bathroom and forgot about the phone in there,1.01E+11,Sprint,06-JUN-17 05.56.54.042000000 PM,
LOST/UNREC,My son lost the device in walmart,1.05E+11,Sprint,06-JUN-17 05.58.27.933000000 PM,
LOST/UNREC,I LOST IN TAXI,1.09E+11,Sprint,06-JUN-17 05.59.00.360000000 AM,
LOST/UNREC,I lost my phone when I was leaving my house,113198778,Sprint,06-JUN-17 06.05.51.343000000 PM,
LOST/UNREC,lost,1.01E+11,Sprint,06-JUN-17 06.07.42.136000000 PM,
LOST/UNREC,Got phone no SIM card or battery.,113288150,Sprint,06-JUN-17 06.08.56.311000000 PM,
LOST/UNREC,lost it,1.04E+11,Sprint,06-JUN-17 06.10.10.658000000 PM,
LOST/UNREC,lost in the taxi,1.08E+11,Sprint,06-JUN-17 06.10.18.342000000 PM,
LOST/UNREC,I Lost,1.07E+11,Sprint,06-JUN-17 06.15.17.336000000 PM,
LOST/UNREC,I LOST IN TAXI,1.06E+11,Sprint,06-JUN-17 06.15.34.085000000 AM,
LOST/UNREC,lost in the beach,1.08E+11,Sprint,06-JUN-17 06.20.20.762000000 AM,
LOST/UNREC,Lost,1.07E+11,Sprint,06-JUN-17 06.21.34.036000000 PM,
LOST/UNREC,I lost my phone on the station id the bus.,1.05E+11,Sprint,06-JUN-17 06.21.35.187000000 AM,
LOST/UNREC,lost in the mall,1.00E+11,Sprint,06-JUN-17 06.22.46.074000000 PM,
LOST/UNREC,I snatched the backpack and now i cannot find it,112864708,Sprint,06-JUN-17 06.23.49.236000000 PM,
LOST/UNREC,im lost my phonein the work,1.08E+11,Sprint,06-JUN-17 06.25.23.876000000 PM,
LOST/UNREC,Yesterday running in the park I do not know how I lost my cell phone I need help With a replacement as soon as possible thanks,1.10E+11,Sprint,06-JUN-17 06.26.43.886000000 PM,
LOST/UNREC,Lost it and my equi.,111694645,Sprint,06-JUN-17 06.31.32.470000000 PM,
LOST/UNREC,lost ist,1.09E+11,Sprint,06-JUN-17 06.32.59.219000000 PM,
LOST/UNREC,i was in the supermarket by buying the house tried to look but it was hard to find i dont remember when lost but i find for every where and dont find need my phone plese,1.00E+11,Sprint,06-JUN-17 06.35.01.552000000 PM,
LOST/UNREC,Lost,1.01E+11,Sprint,06-JUN-17 06.35.43.344000000 PM,
LOST/UNREC,I lost my phone yesterday in the night when I was drinking in the club,1.06E+11,Sprint,06-JUN-17 06.41.54.783000000 PM,
LOST/UNREC,well Yesterday running in the park I do not know how I lost my cell phone I need help With a replacement as soon as possible thanks,1.09E+11,Sprint,06-JUN-17 06.44.44.006000000 PM,
LOST/UNREC,i lost my phone a few hours ago when i was at the club because i was a little drunk and i think i left it in the bathroom and i need another phone as soon as possible please and thank you,1.04E+11,Sprint,06-JUN-17 06.47.22.356000000 AM,
LOST/UNREC,i lost my cell phone on the bar,1.00E+11,Sprint,06-JUN-17 06.47.51.028000000 PM,
LOST/UNREC,lost in the mall,1.00E+11,Sprint,06-JUN-17 06.48.47.359000000 PM,
LOST/UNREC,I lost my cellphone on the station the bus,1.01E+11,Sprint,06-JUN-17 06.49.44.875000000 AM,
LOST/UNREC,My Iphone in lost in the school,1.07E+11,Sprint,06-JUN-17 06.50.12.556000000 AM,
LOST/UNREC,I lost my cell phone at the disco,1.05E+11,Sprint,06-JUN-17 06.51.15.963000000 PM,
LOST/UNREC,i lost it in the church,1.02E+11,Sprint,06-JUN-17 06.56.31.111000000 PM,
LOST/UNREC,I lost my phone at at buss help please,1.01E+11,Sprint,06-JUN-17 06.59.14.705000000 AM,
LOST/UNREC,i lost my phone in the taxi,113153607,Sprint,06-JUN-17 07.03.21.404000000 PM,
LOST/UNREC,I lost my phone at mall help,1.03E+11,Sprint,06-JUN-17 07.06.00.971000000 AM,
LOST/UNREC,well Yesterday running in the park I do not know how I lost my cell phone I need help With a replacement as soon as possible thanks,1.09E+11,Sprint,06-JUN-17 07.06.45.070000000 PM,
STOLEN,Somebody took it from out my hand in chicago riding on a bike,112616206,Sprint,06-JUN-17 07.09.36.705000000 PM,
LOST/UNREC,I lost my phone on the bus,111216741,Sprint,06-JUN-17 07.16.21.715000000 AM,
LOST/UNREC,I lost while playing in the park with my family and I look for it a lot but I did not find it,1.06E+11,Sprint,06-JUN-17 07.19.02.464000000 PM,
LOST/UNREC,lost phone,1.06E+11,Sprint,06-JUN-17 07.19.50.702000000 PM,
LOST/UNREC,lost,111298216,Sprint,06-JUN-17 07.22.30.565000000 PM,
LOST/UNREC,in the taxi,1.06E+11,Sprint,06-JUN-17 07.24.02.119000000 PM,
LOST/UNREC,i lost my cell phone on the bar,1.05E+11,Sprint,06-JUN-17 07.25.41.291000000 PM,
LOST/UNREC,I Lost,1.02E+11,Sprint,06-JUN-17 07.26.31.216000000 PM,
LOST/UNREC,my phone was lost in the park,1.06E+11,Sprint,06-JUN-17 07.27.17.096000000 PM,
LOST/UNREC,I lost a cellphone on the train,1.07E+11,Sprint,06-JUN-17 07.28.36.929000000 PM,
LOST/UNREC,lost,1.05E+11,Sprint,06-JUN-17 07.35.29.158000000 PM,
LOST/UNREC,lost,1.07E+11,Sprint,06-JUN-17 07.38.55.357000000 PM,
LOST/UNREC,I LOST IN TAXI,1.06E+11,Sprint,06-JUN-17 07.43.45.144000000 PM,
LOST/UNREC,I lost my modem in street,1.04E+11,Sprint,06-JUN-17 07.46.38.353000000 PM,
LOST/UNREC,lost,1.02E+11,Sprint,06-JUN-17 07.48.01.171000000 PM,
LOST/UNREC,i lost it,1.02E+11,Sprint,06-JUN-17 07.50.12.231000000 PM,
LOST/UNREC,I lost a cellphone on the train,1.01E+11,Sprint,06-JUN-17 07.50.14.742000000 PM,
LOST/UNREC,theres no way to find my phone in the car,1.09E+11,Sprint,06-JUN-17 07.51.31.549000000 PM,
LOST/UNREC,Was lost while traveling on the train,1.00E+11,Sprint,06-JUN-17 07.51.44.821000000 PM,
LOST/UNREC,I lost a cellphone on the taxi,1.01E+11,Sprint,06-JUN-17 07.54.08.590000000 PM,
LOST/UNREC,lost,112576037,Sprint,06-JUN-17 07.56.56.458000000 PM,
LOST/UNREC,IN THE SUPER MARKET I WAS LOST,1.04E+11,Sprint,06-JUN-17 07.57.06.459000000 PM,
LOST/UNREC,my device got lost in the market place,1.09E+11,Sprint,06-JUN-17 07.58.26.830000000 PM,
LOST/UNREC,I lost a cellphone on the train,1.08E+11,Sprint,06-JUN-17 07.59.39.669000000 PM,
LOST/UNREC,lost phone,112336098,Sprint,06-JUN-17 07.59.46.733000000 PM,
LOST/UNREC,Lost,1.02E+11,Sprint,06-JUN-17 08.01.14.331000000 PM,
LOST/UNREC,Was lost while riding a bicycle in the park,1.06E+11,Sprint,06-JUN-17 08.02.21.919000000 PM,
LOST/UNREC,I lost a cell st a cellphone on the train,1.01E+11,Sprint,06-JUN-17 08.03.22.655000000 PM,
LOST/UNREC,I LOST IN TAXI,1.00E+11,Sprint,06-JUN-17 08.03.28.084000000 PM,
LOST/UNREC,my device got lost in the office,1.01E+11,Sprint,06-JUN-17 08.04.27.956000000 PM,
LOST/UNREC,my device got lost in the office,1.05E+11,Sprint,06-JUN-17 08.04.29.086000000 PM,
LOST/UNREC,WHILE I WAS IN THE GYM I WAS LOST,1.07E+11,Sprint,06-JUN-17 08.05.32.819000000 PM,
LOST/UNREC,my device got lost in the bar,1.09E+11,Sprint,06-JUN-17 08.10.16.364000000 PM,
LOST/UNREC,I was playing at the park and lost my phone .,110748423,Sprint,06-JUN-17 08.14.38.098000000 PM,
LOST/UNREC,My iphone is lost in the school,1.06E+11,Sprint,06-JUN-17 08.15.02.037000000 PM,
LOST/UNREC,i lost my phone in the work.,111650348,Sprint,06-JUN-17 08.17.09.058000000 PM,
LOST/UNREC,i lost the cellphone in the stadium.,1.04E+11,Sprint,06-JUN-17 08.18.06.232000000 PM,
LOST/UNREC,lost,1.02E+11,Sprint,06-JUN-17 08.18.23.942000000 PM,
LOST/UNREC,"Hi, i lost my smart phone this morning in the mall store.",1.04E+11,Sprint,06-JUN-17 08.22.53.959000000 PM,
LOST/UNREC,I misplaced my device and cannot locate it,112540428,Sprint,06-JUN-17 08.24.11.105000000 PM,
LOST/UNREC,i lost it in the park,1.01E+11,Sprint,06-JUN-17 08.28.16.047000000 PM,
LOST/UNREC,Lost it,1.02E+11,Sprint,06-JUN-17 08.28.42.707000000 AM,
LOST/UNREC,WHILE I WAS IN THE SUPERMARKET I LOST MY TEAM,1.07E+11,Sprint,06-JUN-17 08.28.56.186000000 PM,
LOST/UNREC,Lost,1.09E+11,Sprint,06-JUN-17 08.29.41.479000000 PM,
LOST/UNREC,I lost my cell phone on the bus,1.01E+11,Sprint,06-JUN-17 08.32.33.911000000 PM,
LOST/UNREC,i lost it,1.01E+11,Sprint,06-JUN-17 08.36.28.831000000 PM,
LOST/UNREC,I lost my phone coming back from my job,1.06E+11,Sprint,06-JUN-17 08.38.02.289000000 PM,
LOST/UNREC,i lost my device.,1.04E+11,Sprint,06-JUN-17 08.39.15.992000000 PM,
LOST/UNREC,Lost my phone,1.07E+11,Sprint,06-JUN-17 08.39.51.191000000 PM,
LOST/UNREC,i lost it,1.07E+11,Sprint,06-JUN-17 08.40.42.263000000 PM,
LOST/UNREC,lost my phone,1.10E+11,Sprint,06-JUN-17 08.45.27.613000000 PM,
LOST/UNREC,lost,1.00E+11,Sprint,06-JUN-17 08.45.47.204000000 PM,
LOST/UNREC,Lost,1.08E+11,Sprint,06-JUN-17 08.49.40.440000000 PM,
LOST/UNREC,Lost my phone,1.09E+11,Sprint,06-JUN-17 08.50.33.131000000 PM,
LOST/UNREC,I was walking in the park and I lost my iPad,1.07E+11,Sprint,06-JUN-17 08.55.13.359000000 PM,
LOST/UNREC,i lost my phone in the taxi,1.10E+11,Sprint,06-JUN-17 08.57.55.083000000 PM,
LOST/UNREC,lost in the street,1.00E+11,Sprint,06-JUN-17 09.00.01.607000000 PM,
LOST/UNREC,lost my phone,1.07E+11,Sprint,06-JUN-17 09.00.17.180000000 PM,
LOST/UNREC,My iphone is lost in the school,1.00E+11,Sprint,06-JUN-17 09.06.16.277000000 PM,
LOST/UNREC,Lost my phone,1.09E+11,Sprint,06-JUN-17 09.11.00.226000000 PM,
LOST/UNREC,lost,112999952,Sprint,06-JUN-17 09.17.24.584000000 PM,
LOST/UNREC,I LOST MY PHONE IN THE PARK,1.10E+11,Sprint,06-JUN-17 09.18.30.670000000 AM,
LOST/UNREC,i lost in the mall.,1.05E+11,Sprint,06-JUN-17 09.21.26.425000000 AM,
LOST/UNREC,lost work,1.03E+11,Sprint,06-JUN-17 09.21.48.092000000 PM,
LOST/UNREC,lost,1.06E+11,Sprint,06-JUN-17 09.23.34.033000000 PM,
LOST/UNREC,i lost my cell phone in the Bus,1.02E+11,Sprint,06-JUN-17 09.31.22.684000000 PM,
LOST/UNREC,I lost it on the way home,1.01E+11,Sprint,06-JUN-17 09.33.09.129000000 PM,
LOST/UNREC,i lost in the club,1.07E+11,Sprint,06-JUN-17 09.33.59.503000000 PM,
LOST/UNREC,lost,113246257,Sprint,06-JUN-17 09.36.04.748000000 PM,
LOST/UNREC,lost,1.01E+11,Sprint,06-JUN-17 09.36.49.471000000 PM,
LOST/UNREC,my phone was lost at the drug store,1.09E+11,Sprint,06-JUN-17 09.38.26.373000000 PM,
LOST/UNREC,I was on the beach today at a work meeting and my phone was lost,112789492,Sprint,06-JUN-17 09.39.08.471000000 PM,
LOST/UNREC,I was walking in the park with my dad and I lost my cellphone,1.03E+11,Sprint,06-JUN-17 09.47.56.376000000 PM,
LOST/UNREC,lost work,1.01E+11,Sprint,06-JUN-17 09.49.14.021000000 PM,
LOST/UNREC,lost,1.08E+11,Sprint,06-JUN-17 09.52.06.607000000 PM,
LOST/UNREC,lost,1.08E+11,Sprint,06-JUN-17 09.57.09.696000000 PM,
LOST/UNREC,In my backyard,1.01E+11,Sprint,06-JUN-17 09.58.48.696000000 PM,
LOST/UNREC,well Yesterday running in the park I do not know how I lost my cell phone I need help With a replacement as soon as possible thanks,1.00E+11,Sprint,06-JUN-17 09.59.51.937000000 PM,
LOST/UNREC,i lost my phone device,1.02E+11,Sprint,06-JUN-17 10.01.47.063000000 PM,
LOST/UNREC,lost in bus,112402952,Sprint,06-JUN-17 10.06.08.142000000 PM,
LOST/UNREC,Was lost while riding a bicycle in the park,111454612,Sprint,06-JUN-17 10.07.10.315000000 PM,
LOST/UNREC,it was lost,110662266,Sprint,06-JUN-17 10.08.48.445000000 PM,
LOST/UNREC,I was walking in the park with my brother and I los my cellphone,113329098,Sprint,06-JUN-17 10.12.02.101000000 PM,
LOST/UNREC,I LOST IN TAXI,1.01E+11,Sprint,06-JUN-17 10.36.11.371000000 PM,
LOST/UNREC,my cell phone was lost in the park,1.05E+11,Sprint,06-JUN-17 10.41.27.261000000 PM,
LOST/UNREC,lost my device,1.06E+11,Sprint,06-JUN-17 10.44.45.457000000 PM,
LOST/UNREC,lost,113246278,Sprint,06-JUN-17 10.48.58.715000000 PM,
LOST/UNREC,Lost the phone,109480725,Sprint,06-JUN-17 10.49.28.664000000 PM,
LOST/UNREC,The phone is lost and can't be located,111116661,Sprint,06-JUN-17 10.49.33.314000000 PM,
LOST/UNREC,MY CELL PHONE WAS LOST IN THE STREET,111346849,Sprint,06-JUN-17 10.57.55.380000000 PM,
LOST/UNREC,I dont know where i put it,1.02E+11,Sprint,06-JUN-17 11.10.25.693000000 PM,
LOST/UNREC,I LOST MY PHONE,1.07E+11,Sprint,06-JUN-17 11.11.03.712000000 PM,
LOST/UNREC,in the party,1.00E+11,Sprint,06-JUN-17 11.13.20.578000000 AM,
LOST/UNREC,lost my phone,1.07E+11,Sprint,06-JUN-17 11.16.52.726000000 PM,
LOST/UNREC,I think I left it on top of the car when I got gas,112301545,Sprint,06-JUN-17 11.18.11.943000000 AM,
LOST/UNREC,well Yesterday running in the park I do not know how I lost my cell phone I need help With a replacement as soon as possible thanks,1.07E+11,Sprint,06-JUN-17 11.20.12.916000000 AM,
LOST/UNREC,ETHE AFTERNOON WHILE I WENT OUT OF THE WORK I HAD TO GO TO THE STORE TO BUY SOMETHING I NEEDED FOR THE HOUSE EVERY STEP WAS VERY WELL UNTIL I COULD TAKE THE TRAIN TO THE STATION THAT WAS WHERE I LOST THE PHONE FOR BEING PENDING WHAT I HAD IN HAND AND THE TRAIN,1.10E+11,Sprint,06-JUN-17 11.24.51.050000000 PM,
LOST/UNREC,well Yesterday running in the park I do not know how I lost my cell phone I need help With a replacement as soon as possible thanks,1.07E+11,Sprint,06-JUN-17 11.25.44.917000000 PM,
LOST/UNREC,I lost it while working in construction,1.02E+11,Sprint,06-JUN-17 11.25.57.823000000 PM,
LOST/UNREC,Lost my phone,1.06E+11,Sprint,06-JUN-17 11.31.13.822000000 PM,
LOST/UNREC,I was walking in the park with my brother and I lost my cellphone,1.01E+11,Sprint,06-JUN-17 11.35.11.291000000 PM,
LOST/UNREC,I was eating at Burger King and accidentally tossed my phone along with the trash.,1.04E+11,Sprint,06-JUN-17 11.42.56.607000000 PM,
LOST/UNREC,Lost at gym,1.08E+11,Sprint,06-JUN-17 11.44.39.901000000 PM,
LOST/UNREC,lost it,1.10E+11,Sprint,06-JUN-17 11.44.44.438000000 PM,
LOST/UNREC,"i cant remember the day exact that happened that got lost , but all i rememeber was that i was looking for that phone because i needed it and it was not in my purse nor in my car until this day i cant find it and i dont know where it is.",113105261,Sprint,06-JUN-17 11.45.02.687000000 PM,
LOST/UNREC,I lost my iPhone and i do not remember where is it.,111798213,Sprint,06-JUN-17 11.45.16.354000000 PM,
LOST/UNREC,i lost my device,1.02E+11,Sprint,06-JUN-17 11.46.56.170000000 PM,
LOST/UNREC,Lost at an event,112515277,Sprint,06-JUN-17 11.47.37.355000000 PM,
LOST/UNREC,my phoe has ben lost help me,1.05E+11,Sprint,06-JUN-17 11.48.57.710000000 PM,
LOST/UNREC,lost,1.05E+11,Sprint,06-JUN-17 11.49.24.512000000 PM,
LOST/UNREC,Yesterday running in the park I do not know how I lost my cell phone I need help With a replacement as soon as possible thanks,1.06E+11,Sprint,06-JUN-17 11.50.44.731000000 AM,
LOST/UNREC,Lost my phone,1.00E+11,Sprint,06-JUN-17 11.53.54.184000000 PM,
LOST/UNREC,I lost it on the way home,1.05E+11,Sprint,06-JUN-17 11.55.15.199000000 PM,
LOST/UNREC,i lost in the park,1.07E+11,Sprint,06-JUN-17 12.05.18.942000000 PM,
LOST/UNREC,I lost my phone in the park,1.01E+11,Sprint,06-JUN-17 12.06.46.936000000 PM,
LOST/UNREC,Lost in the gym,1.06E+11,Sprint,06-JUN-17 12.09.25.873000000 AM,
LOST/UNREC,lost it in the mall,1.01E+11,Sprint,06-JUN-17 12.29.39.216000000 AM,
LOST/UNREC,I lost in thes working,1.00E+11,Sprint,06-JUN-17 12.42.11.296000000 PM,
LOST/UNREC,we went and ate saturday and left my phone at the restaurante and i went back and it wasnt there. tried using find my iphone but i said it couldnt be located.,1.03E+11,Sprint,06-JUN-17 12.44.50.749000000 AM,
LOST/UNREC,i lost it in at the restaurant whe i was loading,1.02E+11,Sprint,06-JUN-17 12.45.10.692000000 AM,
LOST/UNREC,in the bus,1.07E+11,Sprint,06-JUN-17 12.46.11.298000000 PM,
LOST/UNREC,i lost it in disner wold,1.10E+11,Sprint,06-JUN-17 12.47.17.338000000 AM,
LOST/UNREC,i lost my cell phone in the gym,1.02E+11,Sprint,06-JUN-17 12.51.14.014000000 AM,
LOST/UNREC,Accidentally dropped phone off side of boat. :(,1.09E+11,Sprint,06-JUN-18 01.00.35.780000000 PM,
LOST/UNREC,"Last week my wallet fell into the lake. Tried for hours to retrieve it without success. Lost my phone, license, debit card.",1.04E+11,Sprint,06-JUN-18 01.16.26.382000000 PM,
LOST/UNREC,The phone was in a car that was wrecked. It cannot be retrieved.,1.08E+11,Sprint,06-JUN-18 04.06.10.662000000 PM,
LOST/UNREC,I accidentally dropped my phone into lake and cant take it back.,1.00E+11,Sprint,06-JUN-18 04.33.31.712000000 AM,
LOST/UNREC,"Fell off car, and went into a pond off the highway or ditch and can't find.",1.03E+11,Sprint,06-JUN-18 07.25.48.795000000 PM,
LOST/UNREC,Went fishing and phone dropped in lake,1.01E+11,Sprint,06-JUN-18 07.50.15.924000000 PM,
LOST/UNREC,Fell in the lake,1.00E+11,Sprint,06-JUN-18 09.20.22.016000000 PM,
LOST/UNREC,Phone fell in the lake off the boat,1.05E+11,Sprint,06-JUN-18 09.53.36.291000000 PM,
LOST/UNREC,my cell phone slipped and fell into a sewer in the street.,1.08E+11,Sprint,06-JUN-18 10.22.33.938000000 AM,
LOST/UNREC,Phone was dropped in the ocean while on a ferry ride,1.06E+11,Sprint,06-JUN-18 10.45.49.743000000 PM,
LOST/UNREC,"i was in the car with friends and we park, then i go to step out the car and didnít realize my phone was on my lap i stood up and my phone slid off my lap down into the sewer",1.05E+11,Sprint,06-JUN-18 11.05.37.883000000 PM,
LOST/UNREC,I went to the beach last night was swimming with girlfriend then when I was an the boat it fall in the sea,1.02E+11,Sprint,06-JUN-18 12.07.52.656000000 PM,
LOST/UNREC,Fell in the lake.,1.07E+11,Sprint,06-JUN-18 12.52.20.767000000 AM,
LOST/UNREC,Lost at work / school,112834768,Sprint,06-MAR-17 06.02.56.000000000 PM,
LOST/UNREC,lost phone at the mall,112827751,Sprint,06-MAR-17 07.48.54.000000000 AM,
LOST/UNREC,It was taken from an airplane,112940153,Sprint,06-MAY-17 01.16.03.914000000 AM,
LOST/UNREC,left it in the restroom at a restaurant,1.06E+11,Sprint,06-MAY-17 01.28.25.565000000 AM,
LOST/UNREC,Lost my phone,1.01E+11,Sprint,06-MAY-17 01.43.04.954000000 AM,
LOST/UNREC,I was jogging around the trail and my phone was in my backpack when I got to the end of the trail my wasn't in my bag I walk back thru the trail I couldn't find it,1.01E+11,Sprint,06-MAY-17 01.46.33.886000000 PM,
